Employer,total_approvals,states,cities,zip_codes
DEDICATED PHYSICIANS GROUP OF MICHIGAN PLLC,1,FL,MIAMI,33169.0
DEDICATED PHYSICIANS GROUP OF PENNSYLVANIA PLLC,1,FL,MIAMI,33169.0
DEDICATED PHYSICIANS GROUP OF TENNESSEE PLLC,1,FL,MIAMI GARDENS,33169.0
DEDICATED SENIOR MEDICAL CENTERS OF FLORIDA LLC,7,FL,MIAMI,33169.0
DEDICATED SR MED CTRS OF FLORIDA L,2,FL,MIAMI,33169.0
DEDICATED SR MEDICAL CENTERS OF FL,1,FL,MIAMI,33169.0
DEDRONE HOLDINGS INC,1,CA,SAN FRANCISCO,94104.0
DEEBECON INC,23,NH,NASHUA,3062.0
DEEL INC,1,CA,SAN FRANCISCO,94105.0
DEELAK HOSPITALITY LLC DBA LEXONE,23,SC,COLUMBIA,29201.0
DEELAK REALTORS LLC,1,SC,COLUMBIA,29201.0
DEELAK REALTORS LLC DBA ULTRA AURA,27,SC,COLUMBIA,29201.0
DEEM INC,3,CA,OAKLAND,94612.0
DEEMSYS INC,24,OH,GAHANNA,43230.0
DEEP FOODS INC,2,NJ,UNION,7083.0
DEEP NORTH INC,3,CA,FOSTER CITY,94404.0
DEEP SENTINEL CORP,3,CA,PLEASANTON,94566.0
DEEP WELL SERVICES,1,PA,ZELIENOPLE,16063.0
DEEPBD INC,1,VA,FAIRFAX,22031.0
DEEPBITS TECHNOLOGY INC,1,CA,RIVERSIDE,92501.0
DEEPBITS TECHNOLOGY INC.,1,CA,RIVERSIDE,92501.0
DEEPCELL INC,2,CA,MENLO PARK,94025.0
DEEPCONVO INC D/B/A TELLING.AI,1,PA,PITTSBURGH,15238.0
DEEPCONVO INC DBA TELLING AI,2,PA,PITTSBURGH,15238.0
DEEPFRAUD TECHNOLOGIES INC DBA EVOLUTIONIQ,10,NY,NEW YORK,10010.0
DEEPFRAUD TECHS INC DBA EVOLUTION,1,NY,NEW YORK,10010.0
DEEPIKA JAIN DDS & SWATHI UPADHYAY,1,CA,SAN JOSE,95148.0
DEEPIQ INC,1,TX,HOUSTON,77077.0
DEEPIQ LLC,3,TX,HOUSTON,77084.0
DEEPLOCAL INC,1,PA,PITTSBURGH,15222.0
DEEPMACRO LLC,1,NY,NEW YORK,10017.0
DEEPMAP INC,12,CA,PALO ALTO,94303.0
DEEPMOTION INC,1,CA,SAN MATEO,94402.0
DEEPROUTE AI LTD,11,CA,FREMONT,94538.0
DEEPSCRIBE INC,1,CA,SAN FRANCISCO,94133.0
DEEPSEA TECHNOLOGIES INC,1,TX,HOUSTON,77041.0
DEEPSIG INC,1,VA,ARLINGTON,22209.0
DEEPSIGHT TECHNOLOGY INC,3,CA,LOS ALTOS,94024.0
DEEPSIGNAL LLC,1,CA,SUNNYVALE,94085.0
DEEPTARGET INC,3,AL,MADISON,35758.0
DEEPTHINK HEALTH INC,1,CA,SAN RAMON,94583.0
DEER FINANCE LLC,1,NY,NEW YORK,10019.0
DEER FUTURE EDUCATION LLC,1,MA,CAMBRIDGE,2139.0
DEER MANAGEMENT CO LLC D/B/A BESSEMER VENTURE PARTNERS LP,1,NY,LARCHMONT,10538.0
DEER MGMT CO LLC DBA BESSEMER,1,NY,LARCHMONT,10538.0
DEER VALLEY UNIFIED SCHOOL DISTRIC,7,AZ,PHOENIX,85027.0
DEER VALLEY UNIFIED SCHOOL DISTRICT 97,4,AZ,PHOENIX,85027.0
DEERE AND COMPANY,39,IL,MOLINE,61265.0
DEERFIELD ACADEMY,3,MA,DEERFIELD,1342.0
DEERFIELD HIGH SCHOOL,1,KS,DEERFIELD,67838.0
DEERFIELD MANAGEMENT COMPANY LP,2,NY,NEW YORK,10010.0
DEERWALK INC,1,MA,LEXINGTON,2420.0
DEETA IT SOLUTIONS INC,5,NJ,MIDDLESEX,8846.0
DEETOP M&I CO LTD,1,CA,IRVINE,92606.0
DEEZY LLC DBA INSTA LUBE,1,NE,OMAHA,68106.0
DEFENDERS LLC,1,IN,INDIANAPOLIS,46240.0
DEFENDERS OF CHILDREN,1,AZ,PHOENIX,85016.0
DEFENSE IN DEPTH SOLUTIONS INC,11,TX,HOUSTON,77060.0
DEFENSESTORM INC,1,GA,ALPHARETTA,30005.0
DEFI SOLUTIONS DE LLC,1,TX,WESTLAKE,76262.0
DEFIANCE COLLEGE,2,OH,DEFIANCE,43512.0
DEFIANT TECHNOLOGIES INC,1,NM,ALBUQUERQUE,87109.0
DEFINEDCROWD CORPORATION,1,WA,SEATTLE,98101.0
DEFINITION 6 LLC,1,GA,ATLANTA,30324.0
DEFINITION BRANDING & MARKETING LL,1,NY,NEW YORK,10001.0
DEFINITIVE HEALTHCARE LLC,11,MA,FRAMINGHAM,1701.0
DEFINITIVE MEDIA CORP DBA THREAD,1,CA,TUSTIN,92780.0
DEFOX LLC,1,MI,EAST LANSING,48823.0
DEFRANCISCI MACHINE CO LLC DBA,1,FL,MELBOURNE,32935.0
DEFT CONSULTING CORP,2,TX,FRISCO,75033.0
DEFT CONSULTING INC,1,VA,ARLINGTON,22201.0
DEFT GLOBAL INC,17,MI,FRANKLIN,48025.0
DEFY INSURANCE AGENCY LLC,1,NJ,PRINCETON,8540.0
DEGOLYER AND MACNAUGHTON CORP,1,TX,DALLAS,75244.0
DEGOLYER AND MACNAUGHTON CORPORATI,2,TX,DALLAS,75244.0
DEGREE INTERNATIONAL GROUP INC,2,CA,ALBANY,94706.0
DEGREED INC,1,CA,SAN FRANCISCO,94107.0
"DEGREGORI, GORMSEN & RINGER, LLP",1,CA,STOCKTON,95202.0
DEHENG CHEN LLC,1,NY,NEW YORK,10279.0
DEHENG LAW OFFICES,1,CA,SAN JOSE,95134.0
DEHENG LAW OFFICES PC,1,CA,MOUNTAIN VIEW,94043.0
DEI GROUP,1,MD,MILLERSVILLE,21108.0
DEINDE FINANCIAL LLC,2,IL,CHICAGO,60603.0
DEJIA HARMONY LLC DBA LANSDOWNE RE,2,VA,LEESBURG,20176.0
DEJIA LLC DBA LANSDOWNE RESORT & S,1,VA,LEESBURG,20176.0
DEKA RESEARCH & DEVELOPMENT CORP,29,NH,MANCHESTER,3101.0
DEKA RESEARCH & DEVELOPMENT CORPOR,1,NH,MANCHESTER,3101.0
DEKO INTL CO LTD,3,MO,EARTH CITY,63045.0
DEKRA CERTIFICATION INC,1,GA,ATLANTA,30339.0
DEKRA SERVICES INC,1,GA,ATLANTA,30339.0
DEKRA TESTING AND CERTIFICATIONS,1,VA,STERLING,20164.0
DEL AMO CONSTRUCTION INC,1,CA,TORRANCE,90505.0
DEL MONTE FOODS INC,1,CA,WALNUT CREEK,94598.0
DEL MONTE FRESH PRODUCE CO,1,FL,CORAL GABLES,33134.0
DEL REAL TAX GROUP INC,1,IL,LYONS,60534.0
DEL SANO CONTRACTING CORP,2,NJ,UNION,7083.0
DELAGET LLC,1,MN,ST LOUIS PARK,55416.0
DELANEY DELANEY & VOORN LTD,1,IL,CHICAGO,60602.0
DELART TECHNOLOGY SERVICES LLC,22,CA,SANTA MONICA,90401.0
DELASOFT INC,15,DE,NEW CASTLE,19720.0
DELAVAN AG PUMPS INC,1,MN,MINNEAPOLIS,55403.0
DELAWARE CARDIOVASCULAR ASSOCIATES,1,DE,WILMINGTON,19803.0
DELAWARE COMMUNITY FOUNDATION,1,DE,WILMINGTON,19801.0
DELAWARE DIAGNOSTIC LABS LLC,5,DE,NEWARK,19713.0
DELAWARE ELEVATOR INC,1,MD,SALISBURY,21801.0
DELAWARE HEALTH INFORMATION NETWORK,1,DE,DOVER,19901.0
DELAWARE NORTH AMERICA LLC,1,TX,DALLAS,75218.0
DELAWARE NORTH COMPANIES INC,1,NY,BUFFALO,14202.0
DELAWARE STATE UNIVERSITY,3,DE,DOVER,19901.0
DELAWARE VALLEY REGIONAL CTR LLC,1,PA,PHILADELPHIA,19106.0
DELBELLO DONNELLAN WEINGARTEN WISE,1,NY,WHITE PLAINS,10601.0
DELEGATA CORPORATION,1,CA,SACRAMENTO,95833.0
DELEGATE IT LLC,1,PA,PERKASIE,18944.0
DELEK US ENERGY INC,2,TN,BRENTWOOD,37027.0
DELEON REALTY INC,1,CA,PALO ALTO,94303.0
DELFERS BUSINESS SOLUTIONS INC,1,NY,NEW YORK,10016.0
DELICATESSEN SERVICES COMPANY LLC,1,FL,SARASOTA,34236.0
DELICE GLOBAL INC,1,NJ,PALISADES PARK,7650.0
DELIGENT LLC,1,TX,IRVING,75038.0
DELIGHT CONSULTING SERVICES LLC,13,MI,ROCHESTER,48307.0
DELIGHT FARM INC,4,NY,ITHACA,14850.0
DELIGHT FUNDING INC,1,CA,IRVINE,92618.0
DELISIS INC,25,CA,SAN JOSE,95112.0
DELIVEREND INC FORMERLY SHIPPER TE,1,IN,INDIANAPOLIS,46225.0
DELIVERHEALTH SOLUTIONS LLC,1,WI,MADISON,53713.0
DELIVERIT PHARMACY INFUSION CENTER,1,TX,SUGAR LAND,77478.0
DELIVERR INC,7,CA,SAN FRANCISCO,94104.0
DELIVERY ASSOCIATES,1,DC,WASHINGTON,20002.0
DELIVERY ASSOCIATES LTD,2,DC,WASHINGTON,20002.0
DELK INDUSTRIES INC,1,TN,NASHVILLE,37209.0
DELL CITY INDEPENDENT SCH DISTR,1,TX,DELL CITY,79837.0
DELL FINANCIALS SERVICES LLC,2,TX,ROUND ROCK,78682.0
DELL MARKETING L P,84,TX,ROUND ROCK,78682.0
DELL MARKETING LP,14,TX,ROUND ROCK,78682.0
DELL PRODUCTS L P,174,TX,ROUND ROCK,78682.0
DELL USA L P,190,TX,ROUND ROCK,78682.0
DELLA INFOTECH INC,1,NJ,PRINCETON,8540.0
DELMARVA KIDNEY & HYPERTENSION SPE,1,MD,SALISBURY,21804.0
DELOITTE & TOUCHE LLC,1,MP,SAIPAN,96950.0
DELOITTE & TOUCHE LLP,868,MN,MINNEAPOLIS,55415.0
DELOITTE CONSULTING LLP,2395,PA,PHILADELPHIA,19103.0
DELOITTE CORPORATE FINANCE LLC,1,PA,PHILADELPHIA,19103.0
DELOITTE FIN ADVISORY SVCS LLP,2,MA,BOSTON,2210.0
DELOITTE INVESTMENTS LLC,2,PA,PHILADELPHIA,19103.0
DELOITTE LLP,5,PA,PHILADELPHIA,19103.0
DELOITTE SERVICES LP,38,PA,PHILADELPHIA,19103.0
DELOITTE TAX LLP,337,PA,PHILADELPHIA,19103.0
DELOITTE TOUCHE TOHMATSU SERVICES LLC,6,NY,NEW YORK,10020.0
DELOITTE TOUCHE TOHMATSU SVCS LLC,4,NY,NEW YORK,10020.0
DELOITTE TRANSACTIONS & BUS ANALYT,48,MA,BOSTON,2210.0
DELOITTE TRANSACTIONS AND BUSINESS ANALYTICS LLP,5,PA,PHILADELPHIA,19103.0
DELOREAN POWER LLC,1,VA,ALEXANDRIA,22305.0
DELOS COMPUTERS CORPORATION,2,GA,ALPHARETTA,30005.0
DELOS DIGITAL LLC,1,NY,NEW YORK,10017.0
DELOS LIVING LLC,4,NY,NEW YORK,10014.0
DELPHI SOFTWARE INTERNATIONAL INC,3,CA,BURLINGAME,94010.0
DELPHI SOFTWARE INTL INC,1,CA,REDWOOD CITY,94065.0
DELPHI TECHNOLOGIES SERVICES LLC,18,MI,AUBURN HILLS,48326.0
DELPHIX CORP,7,CA,REDWOOD CITY,94063.0
DELPHOS INTERNATIONAL LTD,1,DC,WASHINGTON,20037.0
DELTA AIR LINES INC,28,GA,ATLANTA,30320.0
DELTA CIRCUITS INC,2,NJ,FAIRFIELD,7004.0
DELTA COMPUTER CONSULTING INC,3,CA,TORRANCE,90505.0
DELTA DENTAL INSURANCE COMPANY,3,CA,RANCHO CORDOVA,95670.0
DELTA DENTAL OF CALIFORNIA,17,CA,RANCHO CORDOVA,95670.0
DELTA DENTAL OF WASHINGTON,1,WA,SEATTLE,98109.0
DELTA DENTAL PLAN OF MICHIGAN INC,3,MI,OKEMOS,48864.0
DELTA ELECTRONICS AMERICAS LTD,5,CA,FREMONT,94538.0
DELTA ELECTRONICS AMERICAS LTD.,1,CA,FREMONT,94538.0
DELTA ENGINEERING GROUP LLC,1,IL,CHICAGO,60604.0
DELTA ENGINEERING LLC,1,HI,HONOLULU,96816.0
DELTA ENTERPRISE CORP,2,NY,NEW YORK,10001.0
DELTA FAUCET COMPANY,2,IN,INDIANAPOLIS,46280.0
DELTA FLIGHT PRODUCTS LLC,2,GA,ATLANTA,30354.0
DELTA GLOBAL SERVICES LLC,2,TX,MCKINNEY,75070.0
DELTA GROUPS ENGINEERING INC,1,CA,IRVINE,92614.0
DELTA HEALTH CLARKSDALE MEDICAL GR,1,MS,CLARKSDALE,38614.0
DELTA INFORMATION SYSTEMS INC,7,GA,ALPHARETTA,30005.0
DELTA LIGHT USA LLC,2,FL,FT LAUDERDALE,33309.0
DELTA MATERIALS HANDLING INC,1,TN,MEMPHIS,38141.0
DELTA MEMORIAL HOSPITAL,2,AR,DUMAS,71639.0
DELTA OAKS GROUP PLLC,1,NC,RALEIGH,27609.0
DELTA PARTNERS CORP,2,NY,NEW YORK,10006.0
DELTA PROJECT MANAGEMENT INC,1,CA,SAN MATEO,94402.0
DELTA RAILROAD CONSTRUCTION INC,1,OH,ASHTABULA,44004.0
DELTA RESEARCH CORPORATION,1,MI,LIVONIA,48150.0
DELTA ROTATING SOLUTIONS LLC,1,IN,COLUMBUS,47201.0
DELTA STATE UNIVERSITY,2,MS,CLEVELAND,38733.0
DELTA SYSTEM & SOFTWARE INC,4,TX,MCKINNEY,75070.0
DELTA SYSTEM AND SOFTWARE INC,30,TX,MCKINNEY,75070.0
DELTA TAU DATA SYSTEMS INC OF CA,1,CA,CHATSWORTH,91311.0
DELTACUBES TECHNOLOGY LLC,15,DE,MIDDLETOWN,19709.0
DELTAFI CORPORATION,1,CA,MOUNTAIN VIEW,94043.0
DELTAMED SOLUTIONS INC,9,NJ,SOMERSET,8873.0
DELTEC ASSET MANAGEMENT LLC,1,NY,NEW YORK,10036.0
DELTROL CORP,1,IL,BELLWOOD,60104.0
DELUCCA FOOD CONCEPTS LLC DBA DELU,1,TX,SOUTHLAKE,76092.0
DELUXE CORPORATION,5,MN,SAINT PAUL,55126.0
DELUXE ENCORE INC,2,CA,BURBANK,91504.0
DELUXE MEDIA INC,1,CA,BURBANK,91505.0
DELUXE WATERPROOFING CAULKING INC,1,FL,POMPANO BEACH,33064.0
DELVAL FLOW CONTROLS USA LLC,1,LA,GEISMAR,70734.0
DELVE PARTNERS LLC,1,CO,BOULDER,80302.0
DELVIOM LLC,6,VA,ASHBURN,20147.0
DEMANACO LLC,2,WA,BOTHELL,98012.0
DEMAND DRIVEN TECHNOLOGIES INC,1,GA,ATLANTA,30350.0
DEMANDBASE INC,3,CA,SAN FRANCISCO,94107.0
DEMAR PLUMBING CORP,1,NY,NEW YORK,10002.0
DEMARIA BUILDING COMPANY INC,1,MI,NOVI,48374.0
DEMARIA LAW FIRM APC,1,CA,FRESNO,93711.0
DEMARTE COMPANIES INC,1,NY,SPENCERPORT,14559.0
DEMATIC CORP,43,MI,GRAND RAPIDS,49505.0
DEMETECH CORPORATION,1,FL,HIALEAH,33014.0
DEMETER ANALYTICS SERVICES LLC,4,VA,ARLINGTON,22201.0
DEMETRA CABINETRY INC,1,CA,SAN JOSE,95112.0
DEMIDCHIK LAW FIRM LLC,3,IL,CHICAGO,60606.0
DEMIDCHIK LAW FIRM P C,3,CA,SAN GABRIEL,91776.0
DEMIDCHIK LAW FIRM PC,2,CA,CITY OF INDUSTRY,91748.0
DEMIDCHIK LAW FIRM PLLC,1,NY,FLUSHING,11354.0
"DEMIDCHIK LAW FIRM, PC",1,CA,SAN GABRIEL,91776.0
DEMIDCHIK LAWFIRM PC,1,CA,SAN GABRIEL,91776.0
DEMING HOSPITAL CORP D B A MIMBERS,1,NM,DEMING,88030.0
DEMING PUBLIC SCHOOLS,4,NM,DEMING,88030.0
DEMISTO INC,1,CA,CUPERTINO,95014.0
DEMIURGE STUDIOS INC,1,MA,BOSTON,2114.0
DEMONICA KEMPER ARCHITECTS LLC,1,IL,CHICAGO,60661.0
DEMYST DATA LTD,1,NY,NEW YORK,10010.0
"DEMYST DATA, LTD.",3,NY,NEW YORK,10010.0
DEMYSTDATA LTD,2,NY,NEW YORK,10010.0
DENAL HEALTH CARE OF WOBURN PC,2,MA,WOBURN,1801.0
DENALI ADVISORS LLC,2,CA,SAN DIEGO,92122.0
DENALI BOROUGH SCHOOL DISTRICT,2,AK,HEALY,99743.0
DENALI SOURCING SERVICES,6,WA,BELLEVUE,98006.0
DENALI SOURCING SVCS INC,1,WA,BELLEVUE,98006.0
DENALI SYSTEM CO LTD,2,CA,MOUNTAIN VIEW,94043.0
DENALI THERAPEUTICS INC,2,CA,SOUTH SAN FRANCISCO,94080.0
DENCITYWORKS ARCHITECTURE PLLC,1,NY,BROOKLYN,11201.0
DENDREON PHARMACEUTICALS LLC,1,CA,SEAL BEACH,90740.0
DENIM GROUP,3,TX,SAN ANTONIO,78232.0
DENISON UNIVERSITY,10,OH,GRANVILLE,43023.0
DENKEN SOLUTIONS INC,100,CA,IRVINE,92618.0
DENKER SUPPLY CHAIN MANAGEMENT COR,1,CA,AZUSA,91702.0
DENMAC SOLUTIONS INC,49,TX,EULESS,76040.0
DENMARK TECHNICAL COLLEGE,1,SC,DENMARK,29042.0
DENNEEN & COMPANY INC,1,MA,BOSTON,2116.0
DENNIS COLWELL ARCHITECTS INC,1,MA,FOXBOROUGH,2035.0
DENNIS LAW COMPANIES LLC,2,CO,CENTENNIAL,80122.0
DENNIS TAYLOR AND CO INC,1,GA,LAWRENCEVILLE,30044.0
DENNIS YARMOUTH REGIONAL SCH DIST,1,MA,SOUTH YARMOUTH,2664.0
DENNIS YARMOUTH RGN SCHOOL DIST,1,MA,S YARMOUTH,2664.0
DENODO TECHNOLOGIES INC,11,CA,PALO ALTO,94301.0
DENOVO DIGITAL INC,1,CA,LOS ANGELES,90067.0
DENOVO SYSTEMS INC,10,OH,COLUMBUS,43085.0
DENOVO SYSTEMS LLC,5,OH,WORTHINGTON,43085.0
DENSO INTERNATIONAL AMERICA INC,12,MI,SOUTHFIELD,48033.0
DENSO TEN AMERICA LIMITED,2,MI,NOVI,48377.0
DENT NEUROLOGIC GROUP LLP,1,NY,BUFFALO,14226.0
DENTAL ARTS OF WESTWOOD INC,1,MA,WESTWOOD,2090.0
DENTAL ASSOCIATES LTD OF WI,2,WI,MILWAUKEE,53202.0
DENTAL ASSOCIATES OF ST PAUL PA,1,MN,SAINT PAUL,55119.0
DENTAL ASSOCIATES PC DBA REDWOOD,1,MI,TROY,48084.0
DENTAL CARE OLATHE LLC,2,KS,OLATHE,66062.0
DENTAL CENTER OF NORTHWEST OHIO,2,OH,TOLEDO,43604.0
DENTAL DELIVERY SYSTEMS PA DBA,1,MN,SAVAGE,55378.0
DENTAL DREAMS LLC,21,IL,CHICAGO,60654.0
DENTAL DREAMS PLLC,4,IL,CHICAGO,60654.0
DENTAL EXPERTS LLC DBA DENTAL,5,IL,CHICAGO,60654.0
DENTAL EXPERTS LLC DBA DENTAL DREA,3,IL,CHICAGO,60654.0
DENTAL EXPERTS LLC DBA DENTAL DREAMS LLC,2,IL,CHICAGO,60654.0
DENTAL FACULTY PRACTICE ASSN INC,1,OH,COLUMBUS,43210.0
DENTAL GROUP PRACTICE SPECIALISTS,1,TX,DALLAS,75214.0
DENTAL HEALTH ASSOCIATES OF TEXAS PC,1,IL,EFFINGHAM,62401.0
DENTAL HEALTH ASSOCIATES OF TX PC,1,IL,EFFINGHAM,62401.0
DENTAL HEALTH ASSOCIATES PA,3,NJ,PHILLIPSBURG,8865.0
DENTAL HOUSE ANN ARBOR LLC,1,MI,ANN ARBOR,48108.0
DENTAL OFFICES OF MAHAL INC,1,CA,SACRAMENTO,95822.0
DENTAL PROFESSIONALS CLEVELAND NOU,2,CA,IRVINE,92618.0
DENTAL PROFESSIONALS OF ILLINOIS,2,IL,EFFINGHAM,62401.0
DENTAL PROFESSIONALS OF MISSOURI RICHARD STRAUS DMD PC,1,IL,EFFINGHAM,62401.0
DENTAL PROFESSIONALS OF PA PC,1,IL,EFFINGHAM,62401.0
DENTAL PROFESSIONALS OKLAHOMA PC,1,IL,EFFINGHAM,62401.0
DENTAL PROFESSIONLS CLEVELAND - NOUNEH INC,1,CA,IRVINE,92618.0
DENTAL PROS OF ILLINOIS PC,1,IL,EFFINGHAM,62401.0
DENTAL SMILES MANAGEMENT PLLC,2,TX,HOUSTON,77063.0
DENTAL SPEC OF MN PLLC D B A,1,MN,SAINT PAUL,55113.0
DENTAL SPECIALISTS OF MINNESOTA PLLC DBA THE DENTAL SPECIALISTS,4,MN,SAINT PAUL,55113.0
DENTAL SQUARE PLLC,1,TX,LUMBERTON,77657.0
DENTAL SUNSHINE LTD,1,IL,CHICAGO,60608.0
DENTAL TRENDS PLLC,1,TX,KERRVILLE,78028.0
DENTAL ZONE PLLC,1,TX,JACKSONVILLE,75766.0
DENTALHUB OF WYLIE PLLC,1,TX,WYLIE,75098.0
DENTCA INC,1,CA,TORRANCE,90501.0
DENTIST OF CHESTER SPRINGS INC,1,PA,CHESTER SPRINGS,19425.0
DENTISTRY FOR CHILDREN & TEENS INC,1,OH,EAST LIVERPOOL,43920.0
DENTISTRY FOR CHILDREN AT HASTINGS,1,NY,HASTINGS ON HUDSON,10706.0
DENTISTRY FOR HEALTH LLC,1,NE,OMAHA,68114.0
DENTISTRY OF BROWNSVILLE PC D/B/A ELSTAR DENTAL,2,GA,ATLANTA,30339.0
DENTONS GLOBAL ADVISORS LLC,1,DC,WASHINGTON,20006.0
DENTONS GLOBAL SERVICES LLC,1,IL,CHICAGO,60606.0
DENTONS US LLP,1,NY,NEW YORK,10020.0
DENTOPIA INC,1,VA,MANASSAS,20110.0
DENTSPLY SIRONA INC,8,DE,MILFORD,19963.0
DENTSU INTERNATIONAL AMERICAS LLC,9,NY,NEW YORK,10013.0
DENVER COMMUNITY SCHOOL DISTRICT,1,IA,DENVER,50622.0
DENVER HEALTH & HOSPITAL AUTHORITY,2,CO,DENVER,80204.0
DENVER HEALTH AND HOSPITAL AUTHORITY,1,CO,DENVER,80204.0
DENVER HLTH & HOSPITAL AUTHORITY,2,CO,DENVER,80204.0
DENVER LANGUAGE SCHOOL,1,CO,DENVER,80220.0
DENVER PUBLIC SCHOOLS DISTRICT 1,78,CO,DENVER,80203.0
DENVER SCHOOL OF SCIENCE & TECH IN,1,CO,DENVER,80207.0
DEO BRANDS LLC,1,NY,BROOKLYN,11223.0
DEOLEO USA INC,1,TX,DALLAS,75231.0
DEOWORKS INC,2,NY,DOVER PLAINS,12522.0
DEPARTMENT OF STATE HOSPITALS COAL,1,CA,COALINGA,93210.0
DEPARTMENT OF WATER RESOURCES,2,CA,SACRAMENTO,95814.0
DEPAUL UNIVERSITY,23,IL,CHICAGO,60604.0
DEPAUW UNIV,2,IN,GREENCASTLE,46135.0
DEPAUW UNIVERSITY,9,IN,GREENCASTLE,46135.0
DEPENDABLE PALLET LOGISTIC INC,1,CA,FONTANA,92335.0
DEPOSCO INC,12,GA,ALPHARETTA,30009.0
DEPOSIT SOLUTIONS LLC,1,NY,NEW YORK,10004.0
DEPOSITORY TRUST AND CLEARING CORP,3,NJ,JERSEY CITY,7310.0
DEPOSITORY TRUST AND CLEARING CORPORATION,2,NJ,JERSEY CITY,7310.0
DEPOSITORY TRUST CLEARING CORPORATION,4,NJ,JERSEY CITY,7310.0
DEPT DIGITAL PRODUCTS INC FKA ROCKET INSIGHTS INC,1,MA,NEWBURYPORT,1950.0
DEPT OF STATE HOSPITALS COALINGA,1,CA,COALINGA,93210.0
DEPTH COUNSELING SERVICES PC,2,IL,CHICAGO,60614.0
DEQUE SYSTEMS INC,1,VA,HERNDON,20170.0
DERBYSOFT INC,1,TX,DALLAS,75254.0
DERDERIAN KANN SEYFERTH & SALUCCI PC,1,MI,TROY,48084.0
DEREF INC,1,WA,SEATTLE,98104.0
DEREK SMITH LAW GROUP PLLC,1,NY,NEW YORK,10119.0
DEREX TECHNOLOGIES INC,3,NJ,HARRISON,7029.0
DERIVATIVE PATH INC,1,CA,WALNUT CREEK,94596.0
DERIVE ENGINEERS D P C,1,NY,NEW YORK,10012.0
DERIVE ENGINEERS DPC,1,NY,NEW YORK,10012.0
DERIVE LLC,2,AZ,PHOENIX,85004.0
DERIVE SYSTEMS INC,2,FL,SANFORD,32771.0
DERMACARE LLC,2,IL,CHICAGO,60606.0
DERMALOGICA LLC,2,CA,CARSON,90746.0
DERMATOLOGIC COSMETIC LABORATORIES LLC,1,CT,EAST HAVEN,6512.0
DERMBIONT INC,13,MA,BOSTON,2111.0
DEROSA GROUP ARCHITECTS PC,1,NJ,NEWARK,7102.0
DERRY STREET PHARMACY LLC,3,PA,HARRISBURG,17104.0
DES MOINES AREA COMMUNITY COLLEGE,3,IA,ANKENY,50023.0
DES MOINES INDEPENDENT COMMUNITY SCHOOL DISTRICT D/B/A DES MOINES PUBLIC SCHOOLS,2,IA,DES MOINES,50312.0
DES PLAINES CLINICAL LAB INC,1,IL,SKOKIE,60077.0
DESAI S PHARMACY INC,1,NY,BRONX,10463.0
DESALES UNIVERSITY,3,PA,CENTER VALLEY,18034.0
DESANTIS KIEFER SHALL & SARCONE,1,NY,STATEN ISLAND,10304.0
DESARROLLO FAMILIAR,1,CA,RICHMOND,94805.0
DESBUILD INC,1,MD,HYATTSVILLE,20781.0
DESBUILD INCORPORATED,1,MD,HYATTSVILLE,20781.0
DESCARTES LABS,6,NM,SANTA FE,87501.0
DESCARTES SYSTEMS USA LLC,1,GA,ATLANTA,30339.0
DESCO USA CORP,1,GA,NORCROSS,30092.0
DESCOTO WEST INC,1,CA,WEST HOLLYWOOD,90069.0
DESCRIPT INC,1,CA,SAN FRANCISCO,94102.0
DESERET FEDERAL FIRST CREDIT UNION,1,UT,WEST VALLEY CITY,84120.0
DESERET NEWS PUBLISHING CO,1,UT,SALT LAKE CITY,84101.0
DESERT RAIN BEHAVIORAL HEALTH SERV,1,AZ,TEMPE,85283.0
DESERT RIDGE MUSIC ACADEMY,1,AZ,PHOENIX,85024.0
DESERT VALLEY HOSP INC DBA DESERT,1,CA,VICTORVILLE,92395.0
DESERT VALLEY MED GRP INC,1,CA,VICTORVILLE,92395.0
DESERT VALLEY MEDICAL GROUP,2,CA,VICTORVILLE,92935.0
DESERT VALLEY MEDICAL GROUP INC,1,CA,VICTORVILLE,92395.0
DESERVE INC,4,CA,MENLO PARK,94025.0
DESHAZO GROUP INC,2,TX,DALLAS,75202.0
DESI DISTRICT LLC,3,TX,IRVING,75039.0
DESIDEA CORPORATION,1,NJ,HILLSBOROUGH,8844.0
DESIGN & CONSTRUCTION INNOVATIONS,1,FL,LAND O LAKES,34638.0
DESIGN AND CONSTRUCTION MGMT SVCS,1,CA,DANVILLE,94526.0
DESIGN ARMY LLC,2,DC,WASHINGTON,20002.0
"DESIGN BUILD BY VISNER, INC.",1,WI,EAGLE RIVER,54521.0
DESIGN BUILD GROUP LOS ANGELES INC,1,CA,LOS ANGELES,90024.0
DESIGN BY ALLE INC,1,NJ,RIDGEFIELD,7657.0
DESIGN COLLECTIVE INC,1,WA,SEATTLE,98199.0
DESIGN DETERMINATION LLC,1,NY,NEW YORK,10003.0
DESIGN DISTILL LLC,1,MA,CAMBRIDGE,2138.0
DESIGN ENGINEERING INC,1,LA,METAIRIE,70002.0
DESIGN INFINI INC,1,CA,CORONA,92879.0
DESIGN INNOVATION ARCHITECTS INC,1,TN,KNOXVILLE,37902.0
DESIGN LEARNED INC,1,CT,NORWICH,6360.0
DESIGN MATTERS OF LOS GATOS INC,1,CA,LOS GATOS,95030.0
